,home_team,home_goals,away_goals,away_team,wcm,dif_inter_match,dif_inter_match_won,dif_inter_match_lost,dif_inter_match_tie,dif_inter_goals_sco,dif_inter_goals_con,dif_wc_match,dif_wc_match_won,dif_wc_match_lost,dif_wc_match_tied,dif_wc_goals_sco,dif_wc_goals_con,status
11742,England,4,0,Greece,0,815.0,535.0,99.0,181.0,2051.0,687.0,59.0,27.0,13.0,19.0,86.0,44.0,1
11743,Germany,3,0,Sweden,0,503.0,363.0,40.0,100.0,1405.0,452.0,58.0,48.0,3.0,7.0,146.0,52.0,1
11744,India,0,3,Saudi Arabia,0,-577.0,-304.0,-141.0,-132.0,-959.0,-496.0,-16.0,-3.0,-11.0,-2.0,-11.0,-39.0,3
11745,Iran,1,1,Syria,0,410.0,276.0,36.0,98.0,882.0,220.0,15.0,2.0,9.0,4.0,9.0,24.0,2
11746,Republic of Ireland,0,4,Netherlands,0,-498.0,-317.0,-91.0,-90.0,-1311.0,-559.0,-37.0,-25.0,-8.0,-4.0,-76.0,-38.0,3
11747,Italy,0,2,Croatia,0,28.0,-12.0,11.0,29.0,2.0,48.0,60.0,34.0,9.0,17.0,93.0,51.0,3
11748,Ivory Coast,0,1,Senegal,0,-419.0,-203.0,-105.0,-111.0,-569.0,-340.0,1.0,0.0,3.0,-2.0,2.0,4.0,3
11749,Japan,2,0,Yemen,0,622.0,322.0,157.0,143.0,1157.0,649.0,21.0,5.0,11.0,5.0,20.0,29.0,1
11750,Liechtenstein,0,3,Switzerland,0,-748.0,-280.0,-293.0,-175.0,-1157.0,-1129.0,-37.0,-12.0,-17.0,-8.0,-50.0,-64.0,3
11751,Morocco,1,0,Burkina Faso,0,486.0,252.0,98.0,136.0,746.0,357.0,16.0,2.0,9.0,5.0,14.0,22.0,1
11752,Norway,1,1,Brazil,0,-631.0,-507.0,2.0,-126.0,-1664.0,-244.0,-101.0,-71.0,-15.0,-15.0,-222.0,-97.0,2
11753,Tunisia,0,1,Mali,0,500.0,237.0,124.0,139.0,792.0,476.0,15.0,2.0,9.0,4.0,13.0,25.0,3
11754,Saudi Arabia,1,0,United Arab Emirates,0,480.0,280.0,93.0,107.0,903.0,402.0,13.0,3.0,8.0,2.0,9.0,28.0,1
11755,Denmark,4,2,Portugal,0,194.0,69.0,102.0,23.0,407.0,406.0,-10.0,-5.0,-4.0,-1.0,-19.0,-9.0,1
11756,Austria,2,2,Costa Rica,0,-380.0,-189.0,-81.0,-110.0,-620.0,-271.0,11.0,7.0,5.0,-1.0,24.0,19.0,2
11757,Czech Republic,2,1,Wales,0,-565.0,-181.0,-266.0,-118.0,-715.0,-960.0,-2.0,0.0,1.0,-3.0,-1.0,0.0,1
11758,England,5,0,Andorra,0,932.0,565.0,138.0,229.0,2186.0,795.0,69.0,29.0,19.0,21.0,91.0,64.0,1
11759,Georgia,0,3,France,0,-756.0,-392.0,-198.0,-166.0,-1400.0,-963.0,-66.0,-34.0,-19.0,-13.0,-120.0,-77.0,3
11760,Germany,1,0,Republic of Ireland,0,604.0,430.0,72.0,102.0,1681.0,615.0,96.0,65.0,19.0,12.0,216.0,115.0,1
11761,South Korea,1,1,Iran,0,363.0,184.0,82.0,97.0,583.0,352.0,19.0,4.0,10.0,5.0,25.0,46.0,2
11762,Luxembourg,0,1,Netherlands,0,-610.0,-383.0,-66.0,-161.0,-1513.0,-438.0,-50.0,-27.0,-11.0,-12.0,-86.0,-48.0,3
11763,Poland,1,3,Finland,0,578.0,312.0,107.0,159.0,1171.0,552.0,34.0,16.0,13.0,5.0,46.0,45.0,3
11764,Senegal,2,0,Mozambique,0,544.0,253.0,142.0,149.0,744.0,496.0,8.0,3.0,2.0,3.0,11.0,10.0,1
11765,Serbia,1,0,Azerbaijan,0,235.0,132.0,34.0,69.0,436.0,148.0,9.0,2.0,7.0,0.0,6.0,17.0,1
11766,Spain,4,0,Liechtenstein,0,619.0,392.0,73.0,154.0,1351.0,392.0,63.0,30.0,18.0,15.0,99.0,72.0,1
11767,Switzerland,1,0,Venezuela,0,633.0,259.0,232.0,142.0,1042.0,932.0,37.0,12.0,17.0,8.0,50.0,64.0,1
11768,Argentina,0,3,Brazil,0,22.0,-75.0,48.0,49.0,-261.0,144.0,-28.0,-30.0,5.0,-3.0,-92.0,-12.0,3
11769,Mauritius,0,0,Tunisia,0,-591.0,-263.0,-159.0,-169.0,-881.0,-581.0,-15.0,-2.0,-9.0,-4.0,-13.0,-25.0,2
11770,Rwanda,0,3,Cameroon,0,-528.0,-243.0,-119.0,-166.0,-755.0,-509.0,-23.0,-4.0,-12.0,-7.0,-18.0,-43.0,3
11771,Saudi Arabia,1,0,Japan,0,-27.0,-12.0,-13.0,-2.0,-154.0,-116.0,-5.0,-2.0,0.0,-3.0,-9.0,10.0,1
11772,Canada,1,0,Jamaica,0,258.0,134.0,73.0,51.0,425.0,248.0,0.0,-1.0,1.0,0.0,-3.0,-4.0,1
11773,Wales,0,2,Brazil,0,-223.0,-358.0,174.0,-39.0,-1146.0,306.0,-104.0,-72.0,-17.0,-15.0,-225.0,-101.0,3
11774,Armenia,0,1,Belgium,0,-695.0,-330.0,-213.0,-152.0,-1331.0,-1024.0,-48.0,-20.0,-19.0,-9.0,-68.0,-72.0,3
11775,Ecuador,1,1,Peru,0,247.0,89.0,89.0,69.0,358.0,394.0,-8.0,-1.0,-5.0,-2.0,-11.0,-22.0,2
11776,Finland,1,1,Portugal,0,-380.0,-265.0,-21.0,-94.0,-839.0,-157.0,-30.0,-14.0,-10.0,-6.0,-49.0,-35.0,2
11777,France,3,1,Italy,0,450.0,240.0,153.0,57.0,864.0,672.0,-17.0,-11.0,2.0,-8.0,-8.0,0.0,1
11778,Iceland,0,2,Denmark,0,-662.0,-359.0,-164.0,-139.0,-1355.0,-740.0,-17.0,-9.0,-4.0,-4.0,-28.0,-21.0,3
11779,South Korea,8,0,Taiwan,0,841.0,466.0,153.0,222.0,1517.0,649.0,34.0,6.0,19.0,9.0,34.0,70.0,1
11780,Kuwait,2,0,Australia,0,-365.0,-215.0,-73.0,-77.0,-899.0,-347.0,-13.0,-2.0,-8.0,-3.0,-11.0,-25.0,1
11781,North Macedonia,0,1,England,0,-909.0,-557.0,-140.0,-212.0,-2140.0,-835.0,-69.0,-29.0,-19.0,-21.0,-91.0,-64.0,3
11782,Netherlands,3,0,Belarus,0,706.0,379.0,165.0,162.0,1552.0,837.0,50.0,27.0,11.0,12.0,86.0,48.0,1
11783,Northern Ireland,3,2,Spain,0,-354.0,-338.0,64.0,-80.0,-1056.0,124.0,-50.0,-27.0,-13.0,-10.0,-86.0,-49.0,1
11784,Poland,1,1,Serbia,0,521.0,213.0,176.0,132.0,920.0,791.0,25.0,14.0,6.0,5.0,40.0,28.0,2
11785,Qatar,3,0,Bangladesh,0,543.0,235.0,174.0,134.0,804.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11786,Russia,0,0,Croatia,0,-100.0,-90.0,9.0,-19.0,-265.0,-43.0,22.0,8.0,8.0,6.0,42.0,28.0,2
11787,San Marino,0,13,Germany,0,-820.0,-505.0,-130.0,-185.0,-1971.0,-702.0,-109.0,-67.0,-22.0,-20.0,-226.0,-125.0,3
11788,Saudi Arabia,7,1,India,0,577.0,304.0,141.0,132.0,959.0,496.0,16.0,3.0,11.0,2.0,11.0,39.0,1
11789,Switzerland,2,0,Costa Rica,0,165.0,9.0,139.0,17.0,153.0,595.0,19.0,7.0,9.0,3.0,31.0,36.0,1
11790,Yemen,0,1,Japan,0,-622.0,-322.0,-157.0,-143.0,-1157.0,-649.0,-21.0,-5.0,-11.0,-5.0,-20.0,-29.0,3
11791,Venezuela,1,0,Uruguay,0,-699.0,-352.0,-170.0,-177.0,-1223.0,-681.0,-56.0,-24.0,-20.0,-12.0,-87.0,-74.0,1
11792,Iran,2,0,Iraq,0,344.0,245.0,19.0,80.0,796.0,187.0,12.0,2.0,6.0,4.0,8.0,20.0,1
11793,Japan,0,1,Ghana,0,39.0,28.0,30.0,-19.0,176.0,127.0,9.0,1.0,6.0,2.0,7.0,13.0,3
11794,Jordan,0,0,Iran,0,-436.0,-270.0,-55.0,-111.0,-905.0,-282.0,-15.0,-2.0,-9.0,-4.0,-9.0,-24.0,2
11795,Australia,1,1,Paraguay,0,136.0,176.0,-37.0,-3.0,660.0,-109.0,-11.0,-5.0,0.0,-6.0,-17.0,-7.0,2
11796,Bulgaria,1,1,Netherlands,0,-554.0,-334.0,-99.0,-121.0,-1370.0,-580.0,-24.0,-24.0,4.0,-4.0,-64.0,5.0,2
11797,Burkina Faso,1,0,Senegal,0,-500.0,-239.0,-131.0,-130.0,-688.0,-444.0,-8.0,-3.0,-2.0,-3.0,-11.0,-10.0,1
11798,Cameroon,3,0,Equatorial Guinea,0,520.0,240.0,114.0,166.0,751.0,498.0,23.0,4.0,12.0,7.0,18.0,43.0,1
11799,Croatia,7,0,Andorra,0,285.0,174.0,23.0,88.0,569.0,176.0,23.0,11.0,8.0,4.0,35.0,26.0,1
11800,Denmark,0,0,Northern Ireland,0,498.0,314.0,91.0,93.0,1150.0,402.0,7.0,6.0,1.0,0.0,17.0,3.0,2
11801,England,0,0,North Macedonia,0,909.0,557.0,140.0,212.0,2140.0,835.0,69.0,29.0,19.0,21.0,91.0,64.0,2
11802,Germany,2,0,Georgia,0,823.0,495.0,151.0,177.0,1938.0,920.0,109.0,67.0,22.0,20.0,226.0,125.0,1
11803,Kazakhstan,0,1,Poland,0,-770.0,-346.0,-219.0,-205.0,-1362.0,-978.0,-34.0,-16.0,-13.0,-5.0,-46.0,-45.0,3
11804,Portugal,3,0,Azerbaijan,0,558.0,298.0,124.0,136.0,1024.0,544.0,30.0,14.0,10.0,6.0,49.0,35.0,1
11805,Scotland,1,0,France,0,-389.0,-230.0,-78.0,-81.0,-787.0,-463.0,-43.0,-30.0,-7.0,-6.0,-95.0,-36.0,1
11806,Serbia,1,0,Belgium,0,-461.0,-199.0,-179.0,-83.0,-898.0,-853.0,-39.0,-18.0,-12.0,-9.0,-62.0,-55.0,1
11807,Sweden,2,0,Spain,0,-295.0,-252.0,27.0,-70.0,-792.0,-22.0,-12.0,-11.0,1.0,-2.0,-19.0,1.0,1
11808,Tunisia,1,0,Sudan,0,560.0,256.0,141.0,163.0,855.0,529.0,15.0,2.0,9.0,4.0,13.0,25.0,1
11809,Wales,1,5,Slovakia,0,594.0,201.0,264.0,129.0,754.0,933.0,1.0,0.0,-1.0,2.0,-1.0,-3.0,3
11810,Jamaica,2,1,Canada,0,-258.0,-134.0,-73.0,-51.0,-425.0,-248.0,0.0,1.0,-1.0,0.0,3.0,4.0,1
11811,South Korea,1,3,Ghana,0,246.0,176.0,12.0,58.0,548.0,109.0,22.0,2.0,14.0,6.0,21.0,54.0,3
11812,Brazil,2,1,Ecuador,0,371.0,418.0,-96.0,49.0,1345.0,-56.0,99.0,69.0,13.0,17.0,219.0,94.0,1
11813,Australia,2,0,Bahrain,0,399.0,237.0,84.0,78.0,968.0,377.0,16.0,2.0,10.0,4.0,13.0,31.0,1
11814,Austria,2,1,Switzerland,0,-545.0,-198.0,-220.0,-127.0,-773.0,-866.0,-8.0,0.0,-4.0,-4.0,-7.0,-17.0,1
11815,Belgium,3,0,Azerbaijan,0,696.0,331.0,213.0,152.0,1334.0,1001.0,48.0,20.0,19.0,9.0,68.0,72.0,1
11816,Croatia,2,0,England,0,-647.0,-391.0,-115.0,-141.0,-1617.0,-619.0,-46.0,-18.0,-11.0,-17.0,-56.0,-38.0,1
11817,France,5,0,Faroe Islands,0,759.0,401.0,184.0,174.0,1425.0,889.0,66.0,34.0,19.0,13.0,120.0,77.0,1
11818,India,0,3,Japan,0,-604.0,-316.0,-154.0,-134.0,-1113.0,-612.0,-21.0,-5.0,-11.0,-5.0,-20.0,-29.0,3
11819,South Korea,1,1,Syria,0,773.0,460.0,118.0,195.0,1465.0,572.0,34.0,6.0,19.0,9.0,34.0,70.0,2
11820,Liechtenstein,0,4,Denmark,0,-763.0,-368.0,-228.0,-167.0,-1445.0,-918.0,-20.0,-9.0,-6.0,-5.0,-30.0,-26.0,3
11821,Netherlands,2,1,Albania,0,674.0,382.0,133.0,159.0,1554.0,756.0,50.0,27.0,11.0,12.0,86.0,48.0,1
11822,Poland,2,1,Portugal,0,198.0,47.0,86.0,65.0,332.0,395.0,4.0,2.0,3.0,-1.0,-3.0,10.0,1
11823,Qatar,2,0,Hong Kong,0,488.0,225.0,138.0,125.0,763.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11824,Saudi Arabia,5,0,Yemen,0,595.0,310.0,144.0,141.0,1003.0,533.0,16.0,3.0,11.0,2.0,11.0,39.0,1
11825,Serbia,3,0,Armenia,0,234.0,131.0,34.0,69.0,433.0,171.0,9.0,2.0,7.0,0.0,6.0,17.0,1
11826,Slovakia,1,4,Germany,0,-783.0,-486.0,-131.0,-166.0,-1879.0,-830.0,-105.0,-66.0,-20.0,-19.0,-221.0,-118.0,3
11827,Spain,2,1,Argentina,0,-264.0,-109.0,-74.0,-81.0,-373.0,-371.0,-18.0,-13.0,-5.0,0.0,-38.0,-21.0,1
11828,Wales,3,1,Cyprus,0,589.0,216.0,237.0,136.0,813.0,835.0,5.0,1.0,1.0,3.0,4.0,4.0,1
11829,Uruguay,4,0,Venezuela,0,699.0,352.0,170.0,177.0,1223.0,681.0,56.0,24.0,20.0,12.0,87.0,74.0,1
11830,Saudi Arabia,2,1,Jordan,0,565.0,294.0,142.0,129.0,962.0,536.0,16.0,3.0,11.0,2.0,11.0,39.0,1
11831,Australia,1,1,Ghana,0,-100.0,-27.0,-20.0,-53.0,75.0,-77.0,4.0,-2.0,5.0,1.0,0.0,15.0,2
11832,Wales,4,0,Liechtenstein,0,638.0,218.0,273.0,147.0,839.0,925.0,5.0,1.0,1.0,3.0,4.0,4.0,1
11833,Belgium,0,1,Poland,0,-60.0,-14.0,3.0,-49.0,-22.0,62.0,14.0,4.0,6.0,4.0,22.0,27.0,3
11834,Cyprus,1,1,Germany,0,-778.0,-501.0,-104.0,-173.0,-1938.0,-732.0,-109.0,-67.0,-22.0,-20.0,-226.0,-125.0,2
11835,Czech Republic,1,1,Denmark,0,-690.0,-331.0,-221.0,-138.0,-1321.0,-953.0,-17.0,-8.0,-4.0,-5.0,-27.0,-22.0,2
11836,France,1,0,Greece,0,646.0,372.0,148.0,126.0,1300.0,788.0,56.0,32.0,13.0,11.0,115.0,57.0,1
11837,Georgia,2,0,Uruguay,0,-810.0,-365.0,-242.0,-203.0,-1312.0,-976.0,-56.0,-24.0,-20.0,-12.0,-87.0,-74.0,1
11838,Hungary,1,0,Canada,0,-117.0,-37.0,-49.0,-31.0,20.0,-28.0,29.0,15.0,11.0,3.0,87.0,52.0,1
11839,Iran,2,0,South Korea,0,-363.0,-184.0,-82.0,-97.0,-583.0,-352.0,-19.0,-4.0,-10.0,-5.0,-25.0,-46.0,1
11840,Israel,3,4,Croatia,0,-188.0,-152.0,15.0,-51.0,-447.0,-72.0,-20.0,-11.0,-7.0,-2.0,-34.0,-23.0,3
11841,Japan,3,1,Saudi Arabia,0,27.0,12.0,13.0,2.0,154.0,116.0,5.0,2.0,0.0,3.0,9.0,-10.0,1
11842,Morocco,6,0,Gabon,0,481.0,254.0,92.0,135.0,752.0,352.0,16.0,2.0,9.0,5.0,14.0,22.0,1
11843,Netherlands,1,1,England,0,-208.0,-173.0,21.0,-56.0,-583.0,2.0,-19.0,-2.0,-8.0,-9.0,-5.0,-16.0,2
11844,Portugal,3,0,Kazakhstan,0,572.0,299.0,133.0,140.0,1030.0,583.0,30.0,14.0,10.0,6.0,49.0,35.0,1
11845,Serbia,1,1,Norway,0,16.0,64.0,-65.0,17.0,129.0,-259.0,1.0,0.0,4.0,-3.0,-1.0,9.0,2
11846,Spain,0,1,Romania,0,470.0,338.0,39.0,93.0,1144.0,281.0,42.0,22.0,10.0,10.0,69.0,40.0,3
11847,Switzerland,1,2,Brazil,0,-113.0,-296.0,194.0,-11.0,-828.0,510.0,-72.0,-61.0,-1.0,-10.0,-179.0,-41.0,3
11848,Tunisia,2,0,Libya,0,527.0,241.0,132.0,154.0,809.0,509.0,15.0,2.0,9.0,4.0,13.0,25.0,1
11849,Uzbekistan,2,0,Qatar,0,-494.0,-220.0,-153.0,-121.0,-744.0,-536.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11850,United Arab Emirates,2,5,Poland,0,-661.0,-318.0,-170.0,-173.0,-1272.0,-855.0,-31.0,-16.0,-10.0,-5.0,-44.0,-34.0,3
11851,Silesia,1,1,Poland,0,-809.0,-348.0,-253.0,-208.0,-1377.0,-1084.0,-34.0,-16.0,-13.0,-5.0,-46.0,-45.0,2
11852,Basque Country,4,0,Serbia,0,-274.0,-122.0,-74.0,-78.0,-407.0,-273.0,-9.0,-2.0,-7.0,0.0,-6.0,-17.0,1
11853,Galicia,1,1,Ecuador,0,-532.0,-158.0,-238.0,-136.0,-646.0,-855.0,-10.0,-4.0,-5.0,-1.0,-10.0,-11.0,2
11854,Saudi Arabia,3,0,Gambia,0,586.0,304.0,148.0,134.0,987.0,557.0,16.0,3.0,11.0,2.0,11.0,39.0,1
11855,Costa Rica,2,0,Nicaragua,0,608.0,273.0,176.0,159.0,1008.0,636.0,18.0,5.0,8.0,5.0,19.0,28.0,1
11856,Saudi Arabia,2,1,Syria,0,539.0,300.0,123.0,116.0,939.0,474.0,16.0,3.0,11.0,2.0,11.0,39.0,1
11857,Qatar,1,1,Oman,0,453.0,220.0,126.0,107.0,730.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,2
11858,Ecuador,2,1,Sweden,0,166.0,18.0,95.0,53.0,81.0,305.0,-41.0,-15.0,-14.0,-12.0,-70.0,-62.0,1
11859,Qatar,0,1,Iraq,0,406.0,194.0,124.0,88.0,648.0,470.0,-3.0,0.0,-3.0,0.0,-1.0,-4.0,3
11860,Saudi Arabia,2,1,Bahrain,0,511.0,280.0,121.0,110.0,915.0,465.0,16.0,3.0,11.0,2.0,11.0,39.0,1
11861,Ecuador,1,1,Sweden,0,166.0,18.0,95.0,53.0,81.0,305.0,-41.0,-15.0,-14.0,-12.0,-70.0,-62.0,2
11862,Saudi Arabia,1,1,Qatar,0,67.0,75.0,-18.0,10.0,205.0,-29.0,16.0,3.0,11.0,2.0,11.0,39.0,2
11863,Qatar,1,2,Bahrain,0,444.0,205.0,139.0,100.0,710.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,3
11864,Saudi Arabia,1,0,Iraq,0,473.0,269.0,106.0,98.0,853.0,441.0,13.0,3.0,8.0,2.0,10.0,35.0,1
11865,United Arab Emirates,1,0,Saudi Arabia,0,-480.0,-280.0,-93.0,-107.0,-903.0,-402.0,-13.0,-3.0,-8.0,-2.0,-9.0,-28.0,1
11866,Poland,4,0,Estonia,0,733.0,340.0,192.0,201.0,1343.0,889.0,34.0,16.0,13.0,5.0,46.0,45.0,1
11867,Costa Rica,4,0,Trinidad and Tobago,0,527.0,261.0,123.0,143.0,950.0,518.0,15.0,5.0,6.0,4.0,19.0,24.0,1
11868,Australia,1,3,Denmark,0,-289.0,-103.0,-130.0,-56.0,-391.0,-552.0,-4.0,-7.0,4.0,-1.0,-17.0,5.0,3
11869,Greece,0,1,South Korea,0,-706.0,-440.0,-91.0,-175.0,-1401.0,-475.0,-24.0,-4.0,-13.0,-7.0,-29.0,-50.0,3
11870,Nigeria,1,4,Ghana,0,-449.0,-241.0,-95.0,-113.0,-802.0,-403.0,9.0,2.0,7.0,0.0,10.0,14.0,3
11871,Northern Ireland,0,0,Wales,0,-373.0,-164.0,-136.0,-73.0,-544.0,-409.0,8.0,2.0,4.0,2.0,9.0,19.0,2
11872,Portugal,2,0,Brazil,0,-292.0,-277.0,27.0,-42.0,-947.0,-107.0,-79.0,-59.0,-8.0,-12.0,-180.0,-70.0,1
11873,Belgium,0,2,Czech Republic,0,634.0,295.0,208.0,131.0,1224.0,1004.0,45.0,19.0,17.0,9.0,65.0,68.0,3
11874,Colombia,1,3,Uruguay,0,-590.0,-281.0,-172.0,-137.0,-1060.0,-713.0,-34.0,-15.0,-10.0,-9.0,-55.0,-44.0,3
11875,Croatia,2,1,Norway,0,52.0,103.0,-78.0,27.0,239.0,-230.0,15.0,9.0,5.0,1.0,28.0,18.0,1
11876,England,0,1,Spain,0,310.0,171.0,65.0,74.0,826.0,372.0,6.0,-1.0,1.0,6.0,-8.0,-8.0,3
11877,France,0,1,Argentina,0,-123.0,-101.0,40.0,-62.0,-298.0,102.0,-15.0,-9.0,-4.0,-2.0,-17.0,-16.0,3
11878,Germany,3,1,Switzerland,0,79.0,223.0,-153.0,9.0,807.0,-307.0,72.0,55.0,5.0,12.0,176.0,61.0,1
11879,Iran,2,2,Belarus,0,442.0,273.0,54.0,115.0,902.0,271.0,15.0,2.0,9.0,4.0,9.0,24.0,2
11880,Morocco,1,1,Tunisia,0,-48.0,6.0,-43.0,-11.0,-68.0,-166.0,1.0,0.0,0.0,1.0,1.0,-3.0,2
11881,Netherlands,4,1,Russia,0,539.0,308.0,127.0,104.0,1299.0,664.0,5.0,8.0,-5.0,2.0,9.0,-6.0,1
11882,Poland,2,2,Slovakia,0,723.0,329.0,203.0,191.0,1285.0,915.0,30.0,15.0,11.0,4.0,41.0,38.0,2
11883,Senegal,2,1,Benin,0,523.0,251.0,128.0,144.0,722.0,433.0,8.0,3.0,2.0,3.0,11.0,10.0,1
11884,Togo,2,2,Cameroon,0,-447.0,-226.0,-77.0,-144.0,-681.0,-368.0,-20.0,-4.0,-9.0,-7.0,-17.0,-37.0,2
11885,United States,2,0,Mexico,0,-173.0,-139.0,19.0,-53.0,-490.0,2.0,-24.0,-8.0,-8.0,-8.0,-23.0,-36.0,1
11886,Costa Rica,3,1,Honduras,0,440.0,227.0,109.0,104.0,818.0,403.0,9.0,5.0,2.0,2.0,16.0,14.0,1
11887,Panama,1,0,Costa Rica,0,-495.0,-256.0,-118.0,-121.0,-928.0,-454.0,-15.0,-5.0,-5.0,-5.0,-17.0,-17.0,1
11888,El Salvador,0,2,Costa Rica,0,-478.0,-252.0,-93.0,-133.0,-909.0,-388.0,-12.0,-5.0,-2.0,-5.0,-18.0,-6.0,3
11889,Costa Rica,1,1,Panama,0,495.0,256.0,118.0,121.0,928.0,454.0,15.0,5.0,5.0,5.0,17.0,17.0,2
11890,Mexico,3,1,Venezuela,0,703.0,427.0,111.0,165.0,1398.0,493.0,57.0,16.0,27.0,14.0,60.0,98.0,1
11891,Jamaica,0,2,Switzerland,0,-643.0,-262.0,-245.0,-136.0,-1079.0,-1023.0,-34.0,-11.0,-15.0,-8.0,-47.0,-55.0,3
11892,Austria,1,1,Ghana,0,-371.0,-210.0,-45.0,-116.0,-595.0,-180.0,17.0,8.0,8.0,1.0,30.0,31.0,2
11893,Brazil,4,0,Chile,0,508.0,483.0,-64.0,89.0,1560.0,133.0,76.0,62.0,3.0,11.0,189.0,56.0,1
11894,Cameroon,3,1,Liberia,0,497.0,235.0,107.0,155.0,723.0,461.0,23.0,4.0,12.0,7.0,18.0,43.0,1
11895,China PR,0,2,Australia,0,-330.0,-227.0,-44.0,-59.0,-888.0,-249.0,-16.0,-2.0,-10.0,-4.0,-13.0,-31.0,3
11896,Costa Rica,4,0,New Zealand,0,510.0,250.0,118.0,142.0,905.0,452.0,12.0,5.0,5.0,2.0,15.0,14.0,1
11897,Croatia,2,1,North Macedonia,0,262.0,166.0,25.0,71.0,523.0,216.0,23.0,11.0,8.0,4.0,35.0,26.0,1
11898,Czech Republic,1,2,Germany,0,-754.0,-466.0,-133.0,-155.0,-1840.0,-857.0,-106.0,-66.0,-20.0,-20.0,-223.0,-121.0,3
11899,Republic of Ireland,1,0,Wales,0,-415.0,-145.0,-205.0,-65.0,-556.0,-718.0,8.0,1.0,2.0,5.0,6.0,6.0,1
11900,Israel,0,0,England,0,-835.0,-543.0,-100.0,-192.0,-2064.0,-691.0,-66.0,-29.0,-18.0,-19.0,-90.0,-61.0,2
11901,Japan,2,0,Peru,0,370.0,251.0,42.0,77.0,873.0,289.0,3.0,0.0,1.0,2.0,-1.0,-4.0,1
11902,Kazakhstan,2,1,Serbia,0,-249.0,-133.0,-43.0,-73.0,-442.0,-187.0,-9.0,-2.0,-7.0,0.0,-6.0,-17.0,1
11903,South Korea,0,2,Uruguay,0,6.0,95.0,-101.0,12.0,189.0,-326.0,-22.0,-18.0,-1.0,-3.0,-53.0,-4.0,3
11904,Lithuania,0,1,France,0,-752.0,-399.0,-190.0,-163.0,-1416.0,-932.0,-66.0,-34.0,-19.0,-13.0,-120.0,-77.0,3
11905,Netherlands,0,0,Romania,0,572.0,336.0,125.0,111.0,1387.0,655.0,29.0,19.0,3.0,7.0,56.0,16.0,2
11906,Poland,5,0,Azerbaijan,0,756.0,345.0,210.0,201.0,1356.0,939.0,34.0,16.0,13.0,5.0,46.0,45.0,1
11907,Portugal,4,0,Belgium,0,-138.0,-33.0,-89.0,-16.0,-310.0,-457.0,-18.0,-6.0,-9.0,-3.0,-19.0,-37.0,1
11908,Qatar,0,1,Iran,0,62.0,-51.0,105.0,8.0,-148.0,283.0,-15.0,-2.0,-9.0,-4.0,-9.0,-24.0,3
11909,Senegal,4,0,Tanzania,0,552.0,254.0,149.0,149.0,742.0,504.0,8.0,3.0,2.0,3.0,11.0,10.0,1
11910,Seychelles,0,3,Tunisia,0,-600.0,-263.0,-167.0,-170.0,-883.0,-611.0,-15.0,-2.0,-9.0,-4.0,-13.0,-25.0,3
11911,Spain,2,1,Denmark,0,-144.0,24.0,-155.0,-13.0,-94.0,-526.0,43.0,21.0,12.0,10.0,69.0,46.0,1
11912,Bermuda,0,3,Canada,0,-382.0,-151.0,-144.0,-87.0,-497.0,-473.0,-3.0,0.0,-3.0,0.0,0.0,-5.0,3
11913,Colombia,3,1,Switzerland,0,-524.0,-188.0,-234.0,-102.0,-879.0,-964.0,-15.0,-3.0,-7.0,-5.0,-18.0,-34.0,1
11914,Mexico,2,1,Paraguay,0,480.0,359.0,37.0,84.0,1119.0,215.0,30.0,9.0,17.0,4.0,30.0,60.0,1
11915,United States,3,1,Ecuador,0,155.0,151.0,-4.0,8.0,383.0,17.0,23.0,4.0,14.0,5.0,27.0,51.0,1
11916,Zimbabwe,1,1,Morocco,0,-514.0,-260.0,-103.0,-151.0,-777.0,-389.0,-16.0,-2.0,-9.0,-5.0,-14.0,-22.0,2
11917,Brazil,1,0,Ghana,0,287.0,284.0,-19.0,22.0,1006.0,176.0,97.0,69.0,13.0,15.0,216.0,89.0,1
11918,Andorra,0,3,England,0,-932.0,-565.0,-138.0,-229.0,-2186.0,-795.0,-69.0,-29.0,-19.0,-21.0,-91.0,-64.0,3
11919,Chile,1,1,Costa Rica,0,-230.0,-178.0,9.0,-61.0,-579.0,-48.0,15.0,6.0,7.0,2.0,21.0,21.0,2
11920,France,1,0,Austria,0,557.0,318.0,114.0,125.0,1042.0,602.0,37.0,22.0,6.0,9.0,77.0,30.0,1
11921,Germany,0,1,Denmark,0,64.0,135.0,-88.0,17.0,519.0,-96.0,89.0,58.0,16.0,15.0,196.0,99.0,3
11922,Mexico,4,2,Ecuador,0,328.0,290.0,-23.0,61.0,873.0,15.0,47.0,12.0,22.0,13.0,50.0,87.0,1
11923,Poland,1,0,Armenia,0,755.0,344.0,210.0,201.0,1353.0,962.0,34.0,16.0,13.0,5.0,46.0,45.0,1
11924,Serbia,1,1,Portugal,0,-323.0,-166.0,-90.0,-67.0,-588.0,-396.0,-21.0,-12.0,-3.0,-6.0,-43.0,-18.0,2
11925,Slovenia,0,1,Netherlands,0,-698.0,-379.0,-165.0,-154.0,-1544.0,-843.0,-44.0,-26.0,-7.0,-11.0,-81.0,-38.0,3
